review,target
"I just saw this movie today with my children (son, 10 and daughter, 4.5) at the 3rd Annual Roger Ebert Overlooked Film Festival. After the film the children in the audience were allowed to ask questions to the Director, Tian-Ming Wu. He (through a translator) told several stories about his life and the making of the film.<br /><br />All tangents aside, both of my children really enjoyed this movie. Of course, I had to paraphrase many of the subtitles for my daughter, but much of the film is visually self-explanatory.<br /><br />I won't give anything away, but the bottom line is that this film is SO MUCH better than 95% of the Hollywood crap (especially children's films) out there.<br /><br />Cheers.<br /><br />p.s. There is a ""real""/original King of Masks who can/could do 12 masks at once. The actor in the movie trained and learned to do up to 4 masks at a time (then they would cut and change to 4 new masks).",1
"This is a lot of silliness about a woman from London who marries a tea planter from Ceylon whom she barely knows. It's full of cliches, and the Liz Taylor character is not believable. It has a marvelous set, some exotic location footage. It shows Taylor at the height of her beauty. She looks stunning.",1
"Fabulous costumes by Edith Head who painted them on Liz Taylor at her finest!<br /><br />The SFX are very good for a movie of its age, and the stunt doubles actually looked like the actors, even down to body type, a rarity in movies of this vintage.<br /><br />A cozy movie, with splendid panoramas -- even when chopped down to pan and scan.",1
"Elephant Walk (1954) Starring an early Peter Finch as lord of the manor in some God-forsaken plantation where there is always the danger of elephants or mad Englishmen, staying out in the midday sun and going berserk. Well eventually they do, after the typhoid or cholera outbreak, of course, and much mayhem ensues. Taylor replaced an ailing Vivien Leigh in this pot boiler/adventure flick. When the elephants storm the house and trap Liz on the grand staircase I still get goose bumps. Thank goodness Dana Andrews is around to save the day. One of my favorite guilty pleasures. In color too!",1
". . . or type on a computer keyboard, they'd probably give this eponymous film a rating of ""10."" After all, no elephants are shown being killed during the movie; it is not even implied that any are hurt. To the contrary, the master of ELEPHANT WALK, John Wiley (Peter Finch), complains that he cannot shoot any of the pachyderms--no matter how menacing--without a permit from the government (and his tone suggests such permits are not within the realm of probability). Furthermore, the elements conspire--in the form of an unusual drought and a human cholera epidemic--to leave the Wiley plantation house vulnerable to total destruction by the Elephant People (as the natives dub them) to close the story. If you happen to see the current release EARTH, you'll detect the Elephant People are faring less well today.",1
I got in to this excellent program in about season 4 and since then i have seen all the episodes got all the episodes on DVD and keeps getting better and better with the seasons of 9 and 10. It now may not have Richard Dean Anderson now but the addition of Ben Browder and Claudie Black it has still given the show more strength and original still even after 10 seasons. Sadly now the sci-fi channel got rid of this amazing show with no hope relay for a 11 season there are making two direct to DVD movie and hopefully more. Atlantis is still going strong on its 4th seasons. And there is a third spin off in the works the stargate franchise is nowhere near dead. This TV show is a must see for all sci-fi fans and people of genres because this has such a wide range of things to appeal to all ages and all types of people Watch IT !!!!! 10/10,1
"I was prepared for a turgid talky soap opera cum travelogue, but was pleased to find a fast-paced script, an underlying moral, excellent portrayals from all the actors, especially Peter Finch, amazing special effects, suspense, and beautiful cinematography--there's even a shot of the majestic stone Buddhas recently destroyed by the Taliban. Not to mention Elizabeth Taylor at her most gloriously beautiful and sympathetic, before she gave in to the gaspy hysterics that marred her later work. All the supporting players round it out, and I do wonder who trained all those elephants.<br /><br />Speaking of the stone-Buddha sequence, you really can discern that it's Vivien Leigh in the long shots. Her shape and the way she moves is distinct from Taylor's. The only thing marring that sequence are the poorly done process shots, where the background moves by much too fast for horses at a walk.<br /><br />If you want a thought-provoking film that is beautiful to watch and never boring, spend a few hours with Elephant Walk.",1
"I watched ""Elephant Walk"" for the first time in about 30 years and was struck by how similar the story line is to the greatly superior ""Rebecca."" As others have said, you have the sweet young thing swept off her feet by the alternately charming and brooding lord of the manor, only to find her marriage threatened by the inescapable memory of a larger-than-life yet deeply flawed relative. You have the stern and disapproving servant, a crisis that will either bind the couple together or tear them irreparably apart, climaxed by the fiery destruction of the lavish homestead.<br /><br />Meanwhile, ""Elephant Walk"" also owes some of its creepy jungle atmosphere to ""The Letter,"" the Bette Davis love triangle set on a Singapore rubber plantation rather than a Sri Lankan tea plantation.<br /><br />Maltin gives ""Elephant Walk"" just two stars, and IMDb readers aren't much kinder, but I enjoyed it despite its predictability. Elizabeth Taylor never looked lovelier, and Peter Finch does a credible job as the basically good man unable to shake off the influence of his overbearing father. Dana Andrews -- a favorite in ""Laura"" and ""The Best Year of Our Lives"" -- is wasted as Elizabeth's frustrated admirer. The real star is the bungalow, one of the most beautiful interior sets in movie history.",1
"The scintillating Elizabeth Taylor stars in this lesser-known classic as a young girl from London who falls in love with a tea plantation owner from British Ceylon (current day Sri Lanka). Upon arrival she instantly feels out of place and is forced to adapt to the new culture as well as be in constant awareness of the angry elephant herd. William Dieterle, who also directed The Life Of Emile Zola and Portrait Of Jennie , does a masterful job of bringing a somewhat dark, and almost eerie, undertone to this romance and the setting is one of the most beautiful I've seen with the black and white themed mansion and the gorgeous island scenery.",1
"A beautiful shopgirl in London is swept off her feet by a millionaire tea plantation owner and soon finds herself married and living with him at his villa in British Ceylon. Although based upon the book by Robert Standish, this initial set-up is highly reminiscent of Hitchock's ""Rebecca"", with leading lady Elizabeth Taylor clashing with the imposing chief of staff at the mansion and (almost immediately) her own husband, who is still under the thumb of his deceased-but-dominant father. Taylor, a last-minute substitute for an ailing Vivien Leigh, looks creamy-smooth in her high fashion wardrobe, and her performance is quite strong; however, once husband Peter Finch starts drinking heavily and barking orders at her, one might think her dedication to him rather masochistic (this feeling hampers the ending as well). Still, the film offers a heady lot for soap buffs: romantic drama, a bit of travelogue, interpretive dance, an elephant stampede, and a perfectly-timed outbreak of cholera! *** from ****",1
"ELEPHANT WALK may not be the acme of literature or of film, but it is great entertainment in the quasi-melodramatic mode. It is the story of love, both genuine and illicit, as well as overweening ambition, devotion, and the arrogance of personal tyranny. A previous reviewer, John Mankin, questions why the central focus of the film, the mansion called Elephant Walk, should have been built by the former owner, the ""governor"" the late Tom Wiley, right across the elephants' traditional path to the major source of water, the river. To miss this point is to essentially miss the point of the whole center of the film: the hubris of man. That his son, played by Peter Finch, should become enthralled by the super image and enigma of his revered father, is not unexpected, since the son was without a mother growing up in a foreign jungle with only his father and his father's rowdy 'boys' club' as his role models. The point of the father was that he was a self-made man who would tame nature to his liking, and that liking was not just a tea plantation upon the lands the elephants once dominated, but also that he would dominate even the large bull elephant that led the herd, and thus he would dominate his son and all around him, and so we join the tale after the elephants have been denied the crucial dry season access to their pathway to water. Who could know that this dry season would last so long and what the elephants would do in desperation to get water? This is the nexus of the film: what will animals do to get water; what will humans do to get power or love? Ceylon, today's Sri Lanka, is the huge island off the coast of India where the plantation is located and one quickly learns that it is the real scenery of the story, not just the expenses of Miss Taylor. Were it not for this exotic location (much of the film was shot in Ceylon), and the magnificent ""bungalow"" this would have been just another potboiler. One must recognize the atmosphere created here as integral to the time and place, as it illuminates the latter day wealth and power attained by the English immigrant 'conquerors' that were part and parcel of the British raj. It is only such wealth gained by the use of virtual slave labor that one could build so magnificent a residence of ebony, teak, and marble. Not to be overlooked are the wonderfully carved Jalees (grille work window and doorway borders) evidently specified by art directors J. McMillan Johnson and Hal Pereira and obviously made by the cheaper labor on the island. Such craftsmanship reveals the careful attention to detail that these men sought.<br /><br />For those immune to the blandishments of time, place, and architecture, there is always the allure of Miss Taylor, as she marries a man she doesn't really know and is tacitly wooed by a another man, against the background described, and under the overarching tyranny of the legacy of a man deceased. As I said, it is not great literature nor even great film, but it is great spectacle long before that term was debased by the special effects extravaganzas of today.<br /><br />This is one of those films made to be seen on the giant screen of an outdoor drive-in, not on the home TV, so arrange the largest screen to see it on to fully appreciate its fine camera-work and scope.",1
"My parents took me to this movie when I was nine years old. I have never forgotten it. I had never before seen anything as beautiful as Elizabeth Taylor. (She was twenty-two when she made Elephant Walk) Remember, I'm nine, so the feelings aren't sexual, I just couldn't see anything else on the screen. I just wanted to sit at her feet like a puppy and stare up at her. She has begun to show her age, (She's almost seventy-four) but I still believe her to be one of the most beautiful and breathtaking women to ever have lived.<br /><br />I have seen the movie several times since, and it is a sappy melodrama. What saves it is, of course, Miss Taylor's beauty, magnificent scenery, the very impressive elephant stampede, and a well-made point on human arrogance in the face of nature.<br /><br />All in all, a well-spent couple of hours watching the movie channel or a rented video.",1
"Robert Standish's novel is about a triangular romantic situation on a Ceylonese tea plantation... So the events of the Ceylon backgrounds and pictorial beauty are rewarding points to William Dieterle's film...<br /><br />The story is about a rich powerful planter (Peter Finch), who brings a charming and tender beauty (Elizabeth Taylor), into the jungle as his bride... The plantation, of course, is endangered by some kind of wild life... For this reason Taylor  elegant as never in dazzling costumes  finds herself in a strange atmosphere... The echo determination of a ghost, the bad temper of a husband obsessed by the memory of his autocratic father, a highly dangerous disease, and the fury of wild animals...<br /><br />In her confusion, boredom and annoyance Elizabeth Taylor looks to a friendly face, a pretentious foreman (Dana Andrews), who admires her beauty but tries to conquer her love...<br /><br />With echoes of ""Jane Eyre,"" the mysterious Yorkshire mansion with a brooding master, and ""Rebecca,"" the innocent young second wife hunted by the image of the glamorous first wife, ""Elephant Walk"" is a menace melodrama with a wide view of a huge tropical bungalow, exotic dances with rage excessively colorful, stampeding big bull elephants, amazing mansion set on fire, all in the company of an exquisite creature with an unquestioned beauty and talent...<br /><br />The movie gave Liz a change of scenery, and allowed her more creative energy and self-respect than most of her other willful debutante-rebels The wife here has a sharp tongue and a strong will, and so Taylor plays her movie star heroine with more spirit than she was given credit for",1
"One of the first OVA's (""original video animation"") I ever bought, this still has to be one of my favourite anime titles. A cyberpunk sci-fi action comedy set against an unlikely (for a comedy, that is) background of near-future pollution in a dystopian society.<br /><br />The ""heroes"" of Dominion are the Tank Police, formed with a ""if we can't beat crime, we'll get bigger guns"" philosophy, and who are, like the name suggests, patrolling the city in tanks instead of patrol cars, and who are actually far more dangerous than any criminals they are trying to catch. Most, if not all, of these cops are borderline(?) psychopaths and neurotics, giving new meaning to the phrase ""loose cannons"".<br /><br />Equally colourful and amusing are their adversaries, terrorist Buaku and his hench(wo)men, the Twin Cat Sisters, whose existence always seems to involve giving the Tank Police a hard time.<br /><br />The animation is not state of the art, but it's very nice otherwise; the colourful palette and cartoonish look of the characters and mecha fit nicely with the comedic atmosphere of Dominion.<br /><br />The English dubbing is, again, lots of fun. The soundtrack of the English version is also very good. I wonder if they ever made a soundtrack album of that...<br /><br />Anyway, Dominion Tank Police is great. It's Japanese cyberpunk SF with lots of comedy, filled with completely over-the-top characters and situations, making sure that it never takes itself seriously. Highly recommended.",1
"Dominion Tank Police is without a shell of a doubt, one of the most amazing shows ever produced, but not just in the field of animation. While the first part (Acts 1 and 2) mostly consists of action and fun, the second part is more serious and one should not treat the second part in the exact same way as first part. The subtleties are truly out of this world and the characterization is beyond brilliant. You must have an extra degree of intelligence to appreciate the intricacies of the second Part (Acts-3 and 4). I do have some complaints though. In the first part, the Tank Bonaparte quite literally jumps over a tank shell and it did not make any sense at all. One might also question the plausibility of Bonaparte jumping on the wing of Helicopter Gunship even though it was cool. Buaku rules.",1
"The anime that got me hooked on anime...<br /><br />Set in the year 2010 (hey, that's not too far away now!) the Earth is now poison gas wasteland of pollution and violence. Seeing as how crimes are happening ever 30 seconds are so and committed by thieves who have the fire power of third world terrorists, the government of the fictional New Port City form the Tank Police to deal with the problem - cops with tanks! Oh the insanity!<br /><br />The ""heroes"" of this series include the new recruit Leona Ozaki, a red haired Japanese woman (yeah I know, they never match their distinctly Japanese names with a Japanese appearance) who has just been drafted into the Tank Police and is quickly partnered with blond, blue eyed nice guy Al. Leona is new at using tanks and unfortunately she destroys the favorite tank of Tank Police Commander Charles Britain (also known as ""Brenten""), a big guy who looks like Tom Selleck on steroids and sporting a pair of nifty sunglasses, a big revolver and a bad temper. Britain didn't like having Leona join the Tank Police in the first place and her wrecking his Tiger Special (a giant green monster tank) doesn't exactly endear her to him, nor is he fond of her taking the remains of his giant tank and using it to build a mini-tank that she nicknames Bonaparte and he is soon pushing to have her transferred to child welfare ""where the boys are more your size"" as he puts it. There's also Specs, the bifocal genius, Bible quoting/God fearing Chaplain, purple MO-hawked Mohican, and the pot bellied Chief, who's right on the edge thanks to the Mayor always yelling at him about the Tank Police antics. Seeing as how the tank cops often destroy half the city while chasing the bad guys and use extreme violence to capture them, they're not very well liked by the people.<br /><br />The ""villains"" are a cyborg named Buaku who's got a mysterious past that's connected with a project known as ""Green Peace"", his gang and his two sexy cat cyborg sidekicks Anna & Uni Puma. In the first installment these guys are being paid to steal urine samples from a hospital treating people who haven't been infected by the poison gas clouds and in the 2nd they're hired to steal a painting that is of a naked Buaku. The story, however, was uncompleted in the anime and was finished up in a cult comic (""Manga"") book that's very hard to find.<br /><br />All sorts of chaos and mayhem ensue in this black comic venture that examines how far people want their police to go in order to catch criminals and what happens when the fine line between good guys and bad guys starts to get blurred. This is the kind of thing that if you were going to make a movie of it, you'd better go get Quentin Tarantino. Uneven in places but still a lot of fun.<br /><br />Followed by ""New Dominion: Tank Police"".",1
"Fact: Stargate SG-1 is a cheesy sci-fi TV series.<br /><br />There's no escaping facts. How much you try to excuse yourself or explain it Stargate SG-1 remains a cheesy sci-fi TV series.<br /><br />Stargate SG-1 does borrow and steal ideas briskly. Special FX aren't nearly as impressive as they could have been and the action isn't going to blow you out of the chair. Or couch for that matter either.<br /><br />But, and this is where I really think Stargate SG-1 deserves all the credit it can get, for each and every episode or stolen idea I think you can count at least one cheesy sci-fi movie that's actually worse than a one hour TV episode.<br /><br />In fact some episodes actually could probably have been 90 minutes long and still have been better than most movies.<br /><br />And being able to keep that quality throughout the show and keep delivering and pushing the storyline further is what makes Stargate SG-1 special.<br /><br />I am very picky with my selections. I follow perhaps one or two TV series at most and I hold pretty high standards which made me even more surprised when I found myself caught.<br /><br />So for those who decide to brush of Stargate SG-1 as yet another tacky sci-fi show, don't. Stick with it and you'll see what I'm talking about.",1
"Scott Bartlett's 'OffOn' is nine minutes of pure craziness. It is a full-frontal assault of psychedelic, pulsating, epilepsy-inducing flashing lights and colours, and the first true merging of film and video in avante-garde cinema. There's no story to speak of, but Bartlett uses images of nature  particularly the human face and form  to provoke a sequence of emotional reactions, integrating these biological phenomena into the highly-industrial form of modern technology. In a sense, the film represents the merging of humanity into his tools, his machinery, his technology. This theme connects loosely with the subplot of HAL9000 in Stanley Kubrick's '2001: A Space Odyssey (1968),' and, indeed, Bartlett's opening sequence of images  flashing colours before a close-up human eye  recalls Dave Bowman's journey through the Stargate. The visuals are richly-coloured, a confronting blend of sharp, vivid photography and increasingly-grainy video, as though we're sitting too close to a television screen {as a matter of fact, the end product was recorded from a TV monitor}.<br /><br />There appears to be some confusion about the film's release date. IMDb lists the film as a 1972 release, but both the National Film Registry and the National Film Preservation Foundation give 1968 as the correct year. Perhaps this disparity reflects the time between the film's completion and its first public screening. Either way, the visuals are distinctly ahead of their time, occasionally reminiscent of a 1980s music video, and some brisk techno music wouldn't have gone amiss, either! 'OffOn' captures grainy, fragmented images, presenting life from the warped perspective of a computer processing too much information. I had a thought  and please don't laugh at this free-thinking interpretation  that an extraterrestrial civilisation capturing Earth's television signals might very well receive such a disjointed, alien documentation of human life, a bizarre montage of only vaguely-familiar imagery that couldn't possibly make any coherent sense. Perhaps this is where Mankind, with all his technology, is eventually heading, towards an irreversible merging of film and video, of purity and artificiality.",1
"I stumbled across this (Act-I) by pure dumb luck and this was more than a decade ago. This was'nt even what the cover label on the tape mentioned. It amazed me. It intimidated me. It shocked me. I eventually forgot about and almost a decade later, I happened to think about it again. Then went and bought both acts. They were even better than I had experienced at first.<br /><br />My only complaint is that while the Tank Police keep on going on and on about being at war with crime, warranting tanks and heavy artillery, it would seem as though they are really having a hard time with criminals. That is either never shown or is simply a lie as they appear to be taking it easy most of the time. If that bit about being in a state of war was really propaganda, it certainly has not been shown as such.<br /><br />I don't think the original Japanese version could have been any where as good as the Americanized version of this. But regarding the story, there has certainly been some proper explanations lost in translation but it can be excused.",1
"Dominion tank police is an exercise in contradictive film making. The storyline across the 4 parts blends mindless action, slap-stick humor, touching humanity and thought provoking philosophical questions. It's hard to believe that there was only one director, as the style changes from episode to episode. A must-see movie for anyone who likes anime.",1
"I have to start saying it has been a long time since I have seen it, but have seen it 5 or more times; a wonderful little romp that was clearly inspired by the musical/comedy pairings of new or fading stars with musical groups of prominence. Kay Kyser's mysteries would be a good example.<br /><br />Having Spike Jones unleashed is the best part of the show, as he and his band play many tunes and are a part of the action, doing a fine job of support. Hugh O'Brien plays the face, Buddy Hackett the part rumor has it that was offered to Lou Costello and thus, Abbott and Costello replacing the leads. Don't know if that was true.<br /><br />all in all, a pleasant movie, but important to have that much Spike Jones and his band on film for history. Wish that it was released, as I haven't seen or heard of it now in two decades. Hope it is not lost",1
"I've spent years looking for a copy of this film(16mm,dvd,vhs), so I could show it to my kids. The movie is funny, and Spike and the members of his band show why they were the best musicians in the business. They had to be that good to play that demented. I like it and recommend it for movie lovers of all ages.<br /><br />The movie is about a turn of the century firehouse, with a crew of misfits that are firemen and the department band (when not fighting the fires). There's the usual running gags, plus the mayhem of Spike Jones and his Orchestra. Also, comedy relief provided by comedian Buddy Hackett and straight-man Hugh O'Brien.",1
"The performance by Om Puri, Smita Patil, and Sadashiv Amrapurkar and the whole chemistry comes off nicely, along with the minimalist approach to story telling and direction by Govind Nihlani. The dialogues by Vijay Tendulkar is also great. <br /><br />I have not seen another movie like this. It is one whole, each piece so nicely fit in the plot. You cannot not be impressed by this movie. <br /><br />Amrish Puri comes off as the bossy husband and 'baap' of Om Puri. Om Puri is the young man caught between his sense of duty and his inability to fight the system. Sadhashiv as Rama Shetty gives just about the right touch to the movie with his smiling and soft speaking villain. The first meeting of Anand Velankar with Rama Shetty's at Sadhashiv's place is absoulely stunning. Smita Patil does not play a main role, but her part is also not distracting from the main plot. <br /><br />And to add to this all Kafi Inamdar plays the role of a cop who has come to terms with the system and its workings. Saying right things in the right places and knowing how to keep himself away from trouble. He is also the 'guru' of Om Puri and helps him whenever he gets into trouble.<br /><br />The movie not only brings to focus the difficulties faced by a police officer trying to do his duty but also the other side of brutalities in police custody. Om Puri captures hopelessness and the burning desire to break free in this exceptional performance in Ardh Satya. <br /><br />A treat to all avid fans of Indian cinema.",1
"Directed by Govind Nihalani, this is definite cop film of Indian cinema. May be the first one which portrayed the stark reality of corruption in the police force & politics with no holds barred & how it effects on a young cop. A man forced to join a career of a cop by his cop father. Agreed that we grew up watching lot of good cop/bad cop Hindi films but this is different. Today's generation, which grown up watching dark & realistic films like- 'Satya', 'Company' may be consider it inferior product in comparison but look at the time of its making. The film was made absolutely off beat tone in the time when people didn't pay much attention to such kind of cinema & yet it becomes a most sought after cop film in class & mass audience when it released. For Om Puri its first breakthrough in mainstream Hindi cinema & he delivered a class performance as Inspector Velankar. Its more than cop character, he internalized a lot which is something original in acting. Watch his scenes with his father whom he hates & Smita whom he loves. Smita Patil maintained the dignity of her character to the expected level. My God what a natural expressions she carried!!! Shafi Inamdar was truly a discovery for me & he's a brilliant character actor if given a chance & here in some of the scenes he outsmarted even Om. The movie is also a debut of a promising villain on Indian screen- Sadashiv Amrapurkar as 'Rama Shetty'. It's another story that he didn't get such a meaty role & almost forgotten today as one of the loud villain of Dharmendra's B grade action films. Watch the scene where Om 1st time becomes a rebel for his father (played by Amrish Puri) & next both are sharing wine together. How inner truth started revealing for both the character with confronting feelings of love & hate for each other. Two faces of Indian Police Force- Masculinity & Impotency and in between lies- half truth (ardh satya)Kudos to Nihalani's touch. The film won 2 National Awards as Best Hindi Feature Film & Best Actor- Om Puri & 3 Filmfare Awards in Best Film, Best Director & Best Supporting Actor Categories. <br /><br />Recommended to all who are interested in nostalgia of serious Hindi films.<br /><br />Ratings- 8/10",1
"After 'Aakrosh' , this was the second film for Govind Nihalani as a director.Till this movie was made there was no audience for documentaries in India.This movie proved a point that a documentary can fulfil the requirements of a commercial film without diluting its essence. It was one of the successful movies in the year in which it was released. This movie contested against the big banners of the bollywood like'COOLIE', 'BETAAB','HERO' in 1983.<br /><br />SmithaPatel, in this movie acted more like a conscience of the hero whenever he drifted away or lost his composure she was there to remind him. She was not like an usual heroine to do the usual stuff of running around the trees and shrubs.At one time,she even gave up her love when the hero's ruthlessness touched the roof top.<br /><br />There was another character in this movie, which was played by Om Puri contemporary, Naseeruddin Shah.He played as an inspector-turned-alcoholic character.The role conveyed the message of the end result of a honest cop who rubbed the wrong side of the system which also gave the viewers a chance to forecast the hero's ending.<br /><br />In his debut film,Sadashiv Amrapurkar captivated the audience with his cameo role which ultimately won him the best supporting actor by the filmfare.The cop in the movie was not a complete straight forward personality he was able to adjust to the system to an extent. The anger which left half handedly continued in Govind Nihalani's other film ""Drohkaal"". Even after two decades, this movie is remembered just because of the director and the entire crew. Each one played their part par excellence.",1
"""Ardh Satya"" is one of the finest film ever made in Indian Cinema. Directed by the great director Govind Nihalani, this one is the most successful Hard Hitting Parallel Cinema which also turned out to be a Commercial Success. Even today, Ardh Satya is an inspiration for all leading directors of India.<br /><br />The film tells the Real-life Scenario of Mumbai Police of the 70s. Unlike any Police of other cities in India, Mumbai Police encompasses a Different system altogether. Govind Nihalani creates a very practical Outlay with real life approach of Mumbai Police Environment.<br /><br />Amongst various Police officers & colleagues, the film describes the story of Anand Velankar, a young hot-blooded Cop coming from a poor family. His father is a harsh Police Constable. Anand himself suffers from his father's ideologies & incidences of his father's Atrocities on his mother. Anand's approach towards immediate action against crime, is an inert craving for his own Job satisfaction. The film is here revolved in a Plot wherein Anand's constant efforts against crime are trampled by his seniors.This leads to frustrations, as he cannot achieve the desired Job-satisfaction. Resulting from the frustrations, his anger is expressed in excessive violence in the remand rooms & bars, also turning him to an alcoholic.<br /><br />The Spirit within him is still alive, as he constantly fights the system. He is aware of the system of the Metro, where the Police & Politicians are a inertly associated by far end. His compromise towards unethical practice is negative. Finally he gets suspended.<br /><br />The Direction is a master piece & thoroughly hard core. One of the best memorable scenes is when Anand breaks in the Underworld gangster Rama Shetty's house to arrest him, followed by short conversation which is fantastic. At many scenes, the film has Hair-raising moments.<br /><br />The Practical approach of Script is a major Punch. Alcoholism, Corruption, Political Influence, Courage, Deceptions all are integral part of Mumbai police even today. Those aspects are dealt brilliantly.<br /><br />Finally, the films belongs to the One man show, Om Puri portraying Anand Velankar traversing through all his emotions absolutely brilliantly.",1
"An absolute classic !! The direction is flawless , the acting is just superb. Words fall short for this great work. The most definitive movie on Mumbai Police. This movie has stood the test of times.<br /><br />Om Puri gives a stellar performance, Smita Patil no less. All the actors have done their best and the movie races on thrilling you at every moment. This movie shakes your whole being badly and forces you to rethink about many issues that confront our society.<br /><br />This is the story of a cop (Om Puri ) who starts out in his career as a honest man but ultimately degenerates into a killer. The first attempt in Bollywood to get behind the scenes and expose the depressing truth about Mumbai cops. Kudos to Nihalani !! <br /><br />After this movie a slew of Bollywood movies got released that exposed the criminal-politician-police nexus. Thus this movie was truly a trend setter. This trend dominated the Hindi movie scene for more than a decade. <br /><br />This movie was a moderate box office hit. <br /><br />A must-see for discerning movie fans.",1
"Govind Nihalani's directorial venture of Vijay Tendulkar's novel is brilliant. Om Puri plays an inspector Velankar who is forced to protect underworld don rama shetty, played brilliantly by sadahiv amrapurkar. This is Govind Nihlan's Most talked about movie. This is a very good and a classic film. Smita Patil plays the female lead opposite Om Puri. Naseeruddin Shah is brilliant in a cameo role. Although Sadashiv Amrapurkar has only 4 scenes in the movie he dominates the movie. This was Sadashiv Amrapurkars acting debut.Om Puri won a national award for this film for the best actor. Filmfare award winner for Best Film,Story,Supporting Actor(Sadashiv Amrapurkar).",1
"I love this show!<br /><br />Every time i watch an episode i repeat that line and remind myself how good of a show this is. I am a huge sci-fi fan and this show has grounds to be the most important science (fiction?) show in the history of film/TV. There are so many theories in this show about the universe i could start a religion. Its amazing, season after season the show gets better and better.<br /><br />I've been a fan of MacGyver since i was 5 (19 now) and i find it so ironic that my 2 favorite TV shows of all time star Richard Dean Anderson. Its also interesting how each character is practically the opposite of the other.<br /><br />Back when i first saw Stargate the movie, i instantly liked it and considered it one of my favorite sci-fi flicks, then hearing a TV show would spin from it i got really excited, but didn't get showtime till the fifth season was almost over.<br /><br />Though, I'm disappointed to hear that Roland Emmerich and Dean Devlin wanted to do a trilogy of movies but the studio optioned the series instead. <br /><br />Id say though that it turned out just fine. Maybe even better.<br /><br />This show is amazing, and i hope it never dies. Atlantis here we come!",1
"Any story comprises a premise, characters and conflict. Characters plotting their own play promises triumph, and a militant character readily lends oneself to this. Ardh Satya's premise is summarized by the poem of the same name scripted by Dilip Chitre. The line goes - ""ek palde mein napunsaktha, doosre palde mein paurush, aur teek tarazu ke kaante par, ardh satya ?"". A rough translation - ""The delicate balance of right & wrong ( commonly seen on the busts of blind justice in the courts ) has powerlessness on one plate and prowess on another. Is the needle on the center a half-truth ? ""<br /><br />The poem is recited midway in the film by Smita Patil to Om Puri at a resturant. It makes a deep impact on the protagonist & lays the foundation for much of the later events that follow. At the end of the film, Om Puri ends up in exactly the same situation described so aptly in the poem.<br /><br />The film tries mighty hard to do a one-up on the poem. However, Chitre's words are too powerful, and at best, the film matches up to the poem in every aspect.<br /><br />",1
"The Haunted World of Edward D. Wood, Jr. isn't a particularly good documentary. Aesthetically, it's lackluster and cheap looking, the people in it go off on tangents which make it very unfocused and in-cohesive, but this adds to it's charm. I say this because it's a documentary about an oddball that made oddball pictures and surrounded himself with fellow oddballs and, as such, there's really no other way to document the life and career of the man and his crew of misfits. There are some glimpses of insight into both the genius and the ineptness of Wood, and the portrayal of both qualities is a credit to the genuineness of the documentary. Overall, it's worth a watch for the Wood fan and those of cinema in general, but don't expect brilliance here. Expect a documentary made after Wood's own heart.",1
"I originally caught this back in 1996 in its one week run at a movie theatre. I was under impressed by it and my feelings haven't much changed.<br /><br />Documentary about the infamous Edward D. Wood Jr. covering his life and movies. There are interviews with people who worked with him or knew him. They include: Vampira, Dolores Fuller, Bela Lugosi Jr., Loretta King, Gregory Walcott and Paul Marco. Interviews are mixed with clips from the movies or some bizarre recreations. It is interesting (somewhat) but was this really needed? I've seen all of Wood's films and they're just terrible. Wood had ambitions but not a bit of talent to carry them out. I wouldn't say he was the worst director ever but he's down there. Do we really need a docu on a very mediocre film maker? I do like the fact that they didn't try to make Wood out to be some sort of saint. More than a few of those interviewed (especially Lugosi Jr.) pretty much hated the man and it comes through loud and clear. Also they totally ignore his films in the adult film industry in the 1960s and 70s. Still it's of interest if you're a Wood fan. The best interviews are with Vampira (who tears Wood apart) and Dolores Fuller (a long time girlfriend).",1
